,Cost of Single Family Home,Zip,Rental Value 2016,Ratio,Normalized Ratio
0,208300,29001,482,0.0023139702352376382,0.5599807969275085
1,208300,29003,719,0.0034517522803648583,0.8353240518482957
2,80700,29009,705,0.008736059479553903,2.1141263940520445
3,208300,29010,694,0.003331733077292367,0.8062794047047528
4,208300,29014,594,0.0028516562650024004,0.6901008161305809
5,87800,29015,579,0.006594533029612756,1.595876993166287
6,229700,29016,1136,0.004945581192860252,1.196830648672181
7,81000,29018,612,0.007555555555555556,1.8284444444444445
8,110400,29020,719,0.00651268115942029,1.57606884057971
9,208300,29030,625,0.00300048007681229,0.7261161785885741
10,208300,29031,708,0.003398943831012962,0.8225444071051369
11,68200,29032,824,0.012082111436950147,2.923870967741936
12,111600,29033,905,0.00810931899641577,1.9624551971326163
13,209000,29036,1178,0.005636363636363636,1.364
14,208300,29037,634,0.003043686989918387,0.7365722515602497
15,83600,29038,725,0.008672248803827751,2.098684210526316
16,75300,29039,614,0.008154050464807437,1.9732802124833997
17,106700,29040,696,0.006522961574507966,1.5785567010309278
18,208300,29042,468,0.002246759481517043,0.5437157945271244
19,92400,29044,732,0.007922077922077922,1.9171428571428573
20,208300,29047,561,0.0026932309169467113,0.6517618819011042
21,126300,29048,925,0.007323832145684877,1.7723673792557402
22,208300,29051,496,0.002381180988958233,0.5762457993278924
23,82300,29052,733,0.008906439854191981,2.1553584447144596
24,208300,29053,814,0.003907825252040326,0.945693710993759
25,144000,29054,716,0.0049722222222222225,1.203277777777778
26,208300,29055,711,0.003413346135381661,0.826029764762362
27,208300,29056,597,0.002866058569371099,0.693586173787806
28,117800,29058,761,0.006460101867572156,1.5633446519524616
29,103100,29059,541,0.00524733268671193,1.269854510184287
30,114100,29061,894,0.007835232252410167,1.8961262050832604
31,146100,29063,1188,0.00813141683778234,1.9678028747433265
32,208300,29065,0,0.0,0.0
33,85200,29067,617,0.007241784037558686,1.7525117370892018
34,78900,29069,634,0.008035487959442332,1.9445880861850444
35,201300,29072,1011,0.005022354694485842,1.2154098360655736
36,128600,29073,879,0.006835147744945568,1.6541057542768274
37,208300,29075,702,0.003370139222275564,0.8155736917906865
38,122400,29078,646,0.005277777777777778,1.2772222222222223
39,80500,29080,456,0.005664596273291926,1.370832298136646
40,208300,29081,565,0.00271243398943831,0.6564090254440711
41,208300,29082,458,0.002198751800288046,0.5320979356697071
42,102800,29102,0,0.0,0.0
43,74700,29104,644,0.00862115127175368,2.0863186077643907
44,208300,29105,683,0.0032789246279404704,0.7934997599615938
45,208300,29108,710,0.0034085453672587614,0.8248679788766202
46,208300,29111,597,0.002866058569371099,0.693586173787806
47,208300,29113,595,0.0028564570331253,0.6912626020163226
48,81000,29114,504,0.006222222222222222,1.5057777777777777
49,71500,29115,678,0.009482517482517482,2.2947692307692305
50,208300,29117,0,0.0,0.0
51,119900,29118,661,0.005512927439532944,1.3341284403669724
52,208300,29123,771,0.0037013922227556407,0.895736917906865
53,75500,29125,763,0.010105960264900663,2.4456423841059602
54,208300,29126,695,0.0033365338454152665,0.8074411905904945
55,208300,29127,767,0.0036821891502640423,0.8910897743638982
56,67200,29128,685,0.010193452380952381,2.4668154761904764
57,82300,29129,785,0.009538274605103281,2.308262454434994
58,208300,29130,807,0.0038742198751800286,0.9375612097935669
59,208300,29133,1063,0.0051032165146423425,1.2349783965434469
60,208300,29135,780,0.003744599135861738,0.9061929908785405
61,73400,29137,596,0.008119891008174387,1.9650136239782017
62,208300,29138,677,0.0032501200192030723,0.7865290446471435
63,110200,29142,722,0.006551724137931035,1.5855172413793104
64,208300,29145,971,0.004661545847335574,1.1280940950552087
65,65800,29146,687,0.010440729483282675,2.5266565349544075
66,78600,29150,737,0.009376590330788803,2.2691348600508903
67,83400,29153,865,0.010371702637889689,2.509952038369305
68,117100,29154,880,0.007514944491887276,1.8186165670367207
69,91300,29160,759,0.008313253012048192,2.0118072289156625
70,110500,29161,724,0.006552036199095022,1.5855927601809954
71,208300,29162,705,0.003384541526644263,0.8190590494479116
72,208300,29163,672,0.0032261161785885743,0.780720115218435
73,79600,29168,798,0.010025125628140704,2.4260804020100504
74,127300,29169,849,0.006669285153181461,1.6139670070699135
75,120700,29172,809,0.006702568351284175,1.6220215410107703
76,208300,29175,0,0.0,0.0
77,208300,29178,610,0.002928468554968795,0.7086893903024484
78,208300,29180,700,0.003360537686029765,0.8132501200192032
79,147300,29201,1034,0.007019687712152071,1.6987644263408013
80,70600,29203,821,0.011628895184135978,2.8141926345609067
81,114800,29204,830,0.007229965156794425,1.7496515679442508
82,209800,29205,791,0.0037702573879885605,0.9124022878932316
83,220400,29206,931,0.004224137931034482,1.0222413793103446
84,208300,29208,0,0.0,0.0
85,127900,29209,941,0.007357310398749023,1.7804691164972637
86,124200,29210,826,0.006650563607085346,1.6094363929146538
87,163500,29212,1000,0.0061162079510703364,1.4801223241590213
88,208300,29214,0,0.0,0.0
89,208300,29215,0,0.0,0.0
90,208300,29216,0,0.0,0.0
91,208300,29217,0,0.0,0.0
92,208300,29218,0,0.0,0.0
93,208300,29219,0,0.0,0.0
94,208300,29220,0,0.0,0.0
95,208300,29222,0,0.0,0.0
96,118700,29223,976,0.008222409435551812,1.9898230834035384
97,208300,29225,0,0.0,0.0
98,208300,29226,0,0.0,0.0
99,208300,29227,0,0.0,0.0
100,146600,29229,1169,0.007974079126875852,1.9297271487039562
101,123000,29301,792,0.006439024390243902,1.5582439024390242
102,142900,29302,770,0.005388383484954513,1.3039888033589921
103,88400,29303,653,0.007386877828054299,1.7876244343891403
104,84600,29306,698,0.008250591016548464,1.9966430260047283
105,142900,29307,761,0.005325402379286214,1.2887473757872638
106,144300,29316,852,0.005904365904365904,1.4288565488565488
107,208300,29318,0,0.0,0.0
108,208300,29319,0,0.0,0.0
109,208300,29321,756,0.003629380700912146,0.8783101296207393
110,174600,29322,0,0.0,0.0
111,125900,29323,697,0.005536139793486894,1.3397458300238283
112,208300,29325,738,0.003542966874699952,0.8573979836773884
113,91900,29330,0,0.0,0.0
114,208300,29332,569,0.002731637061929909,0.661056168987038
115,157600,29334,894,0.005672588832487309,1.372766497461929
116,97600,29335,644,0.006598360655737705,1.5968032786885245
117,81100,29340,648,0.007990135635018495,1.9336128236744758
118,107500,29341,678,0.006306976744186047,1.5262883720930234
119,151600,29349,767,0.005059366754617415,1.2243667546174144
120,208300,29351,546,0.0026212193951032164,0.6343350936149783
121,208300,29353,566,0.0027172347575612097,0.6575708113298128
122,208300,29355,703,0.0033749399903984637,0.8167354776764282
123,166700,29356,703,0.004217156568686263,1.0205518896220755
124,208300,29360,653,0.0031349015842534805,0.7586461833893423
125,148400,29365,820,0.005525606469002696,1.3371967654986523
126,163900,29369,905,0.005521659548505186,1.3362416107382549
127,208300,29370,879,0.004219875180028805,1.0212097935669708
128,87300,29372,583,0.0066781214203894615,1.6161053837342496
129,151200,29374,883,0.0058399470899470896,1.4132671957671956
130,153100,29376,779,0.005088177661659046,1.2313389941214892
131,208300,29379,596,0.0028612578012481996,0.6924243879020643
132,173000,29384,722,0.0041734104046242775,1.009965317919075
133,110100,29385,712,0.006466848319709355,1.564977293369664
134,208300,29390,0,0.0,0.0
135,208300,29391,0,0.0,0.0
136,208300,29395,0,0.0,0.0
137,1506800,29401,1568,0.0010406158747013538,0.2518290416777276
138,412600,29403,986,0.0023897237033446437,0.5783131362094037
139,131900,29405,830,0.0062926459438968916,1.5228203184230478
140,303100,29407,983,0.0032431540745628505,0.7848432860442098
141,208300,29409,982,0.00471435429668747,1.1408737397983677
142,229300,29410,984,0.004291321412996075,1.03849978194505
143,336600,29412,0,0.0,0.0
144,208300,29418,905,0.0043446951512241955,1.0514162265962552
145,181600,29420,1038,0.005715859030837004,1.383237885462555
146,208300,29424,0,0.0,0.0
147,208300,29425,0,0.0,0.0
148,208300,29426,801,0.003845415266442631,0.9305904944791167
149,392400,29429,760,0.0019367991845056064,0.46870540265035676
150,154400,29431,734,0.004753886010362694,1.150440414507772
151,78900,29432,504,0.006387832699619772,1.545855513307985
152,208300,29434,957,0.004594335093614978,1.1118290926548247
153,115700,29435,829,0.007165082108902334,1.7339498703543648
154,136800,29436,702,0.005131578947368421,1.2418421052631579
155,158400,29437,650,0.004103535353535354,0.9930555555555557
156,208300,29446,0,0.0,0.0
157,153500,29448,717,0.00467100977198697,1.1303843648208467
158,319000,29449,948,0.002971786833855799,0.7191724137931034
159,217900,29450,1001,0.004593850390087196,1.1117117944011015
160,888200,29451,0,0.0,0.0
161,208300,29453,732,0.003514162265962554,0.850427268362938
162,169400,29456,1085,0.00640495867768595,1.55
163,274100,29458,907,0.0033090113097409704,0.8007807369573149
164,202400,29461,867,0.004283596837944664,1.0366304347826087
165,490500,29464,1401,0.002856269113149847,0.691217125382263
166,455400,29466,1647,0.003616600790513834,0.8752173913043478
167,148600,29468,580,0.0039030955585464336,0.944549125168237
168,208300,29469,630,0.0030244839174267883,0.7319251080172827
169,137600,29471,661,0.004803779069767442,1.162514534883721
170,184700,29472,817,0.004423389279913373,1.0704602057390362
171,208300,29474,583,0.002798847815650504,0.677321171387422
172,208300,29475,553,0.002654824771963514,0.6424675948151704
173,157300,29477,590,0.003750794659885569,0.9076923076923077
174,150000,29479,649,0.004326666666666667,1.0470533333333334
175,208300,29481,503,0.0024147863658185308,0.5843783005280845
176,1876000,29482,2185,0.0011647121535181236,0.2818603411513859
177,208300,29486,0,0.0,0.0
178,100700,29488,742,0.007368421052631579,1.783157894736842
179,480500,29492,1474,0.0030676378772112383,0.7423683662851197
180,140800,29501,754,0.005355113636363636,1.2959375
181,95600,29510,700,0.007322175732217573,1.7719665271966527
182,145500,29511,775,0.0053264604810996565,1.289003436426117
183,208300,29512,582,0.0027940470475276043,0.6761593855016802
184,208300,29516,716,0.0034373499759961595,0.8318386941910706
185,208300,29518,0,0.0,0.0
186,208300,29520,563,0.002702832453192511,0.6540854536725876
187,208300,29525,507,0.0024339894383101296,0.5890254440710514
188,168600,29526,831,0.004928825622775801,1.1927758007117437
189,139500,29527,755,0.005412186379928316,1.3097491039426523
190,91400,29530,516,0.005645514223194748,1.366214442013129
191,71900,29532,629,0.00874826147426982,2.117079276773296
192,208300,29536,0,0.0,0.0
193,77300,29540,556,0.007192755498059508,1.740646830530401
194,208300,29543,0,0.0,0.0
195,139700,29544,792,0.005669291338582677,1.371968503937008
196,208300,29545,709,0.003403744599135862,0.8237061929908785
197,208300,29546,563,0.002702832453192511,0.6540854536725876
198,208300,29547,509,0.002443590974555929,0.5913490158425347
199,87600,29550,643,0.007340182648401827,1.776324200913242
200,88300,29555,545,0.0061721404303510755,1.4936579841449602
201,208300,29556,638,0.0030628900624099856,0.7412193951032165
202,87800,29560,668,0.007608200455580865,1.8411845102505695
203,208300,29563,483,0.002318771003360538,0.5611425828132501
204,208300,29564,632,0.0030340854536725875,0.7342486797887662
205,208300,29565,543,0.0026068170907345175,0.6308497359577533
206,185600,29566,836,0.004504310344827586,1.0900431034482758
207,208300,29567,645,0.0030964954392702832,0.7493518963034086
208,138800,29569,729,0.005252161383285303,1.2710230547550432
209,208300,29570,360,0.001728276524243879,0.4182429188670187
210,208300,29571,551,0.002645223235717715,0.640144023043687
211,208300,29574,465,0.0022323571771483437,0.5402304368698991
212,225900,29575,849,0.0037583001328021248,0.9095086321381142
213,259200,29576,1067,0.0041165123456790124,0.996195987654321
214,208300,29580,730,0.003504560729716755,0.8481036965914547
215,111500,29581,630,0.005650224215246637,1.3673542600896862
216,275500,29582,923,0.0033502722323049,0.8107658802177858
217,86900,29583,566,0.006513233601841197,1.5762025316455697
218,208300,29584,639,0.003067690830532885,0.7423811809889582
219,335500,29585,1128,0.0033621460506706407,0.813639344262295
220,176000,29588,915,0.005198863636363636,1.258125
221,208300,29590,1085,0.0052088334133461355,1.2605376860297648
222,87500,29591,556,0.006354285714285714,1.537737142857143
223,208300,29592,484,0.0023235717714834374,0.5623043686989918
224,208300,29593,608,0.0029188670187229957,0.7063658185309649
225,208300,29596,745,0.0035765722515602497,0.8655304848775804
226,252200,29601,704,0.0027914353687549564,0.6755273592386994
227,144400,29605,800,0.00554016620498615,1.3407202216066483
228,196500,29607,917,0.004666666666666667,1.1293333333333335
229,196600,29609,744,0.003784333672431333,0.9158087487283826
230,101000,29611,712,0.00704950495049505,1.705980198019802
231,208300,29613,0,0.0,0.0
232,208300,29614,493,0.0023667786845895343,0.5727604416706673
233,249400,29615,867,0.003476343223736969,0.8412750601443465
234,133800,29617,716,0.005351270553064275,1.2950074738415545
235,160600,29621,813,0.005062266500622665,1.225068493150685
236,65800,29624,622,0.00945288753799392,2.287598784194529
237,133800,29625,760,0.005680119581464873,1.3745889387144992
238,111000,29626,761,0.006855855855855856,1.659117117117117
239,93800,29627,622,0.0066311300639658845,1.604733475479744
240,208300,29628,616,0.002957273163706193,0.7156601056168987
241,143300,29630,715,0.004989532449406839,1.207466852756455
242,224700,29631,897,0.003991989319092123,0.9660614152202938
243,208300,29632,0,0.0,0.0
244,208300,29634,879,0.004219875180028805,1.0212097935669708
245,208200,29635,0,0.0,0.0
246,208300,29638,741,0.003557369179068651,0.8608833413346135
247,208300,29639,755,0.003624579932789246,0.8771483437349976
248,133700,29640,725,0.005422587883320867,1.3122662677636499
249,182600,29642,818,0.00447973713033954,1.0840963855421686
250,181000,29643,772,0.004265193370165746,1.0321767955801104
251,154800,29644,827,0.005342377260981912,1.2928552971576228
252,133600,29645,730,0.0054640718562874255,1.322305389221557
253,74000,29646,661,0.008932432432432432,2.1616486486486486
254,208300,29647,0,0.0,0.0
255,116900,29649,714,0.006107784431137724,1.4780838323353294
256,218300,29650,947,0.004338066880439762,1.0498121850664224
257,170800,29651,739,0.004326697892271663,1.0470608899297424
258,208300,29653,631,0.003029284685549688,0.7330868939030245
259,90200,29654,587,0.006507760532150776,1.5748780487804879
260,75200,29655,731,0.009720744680851065,2.3524202127659577
261,126900,29657,738,0.0058156028368794325,1.4073758865248227
262,208300,29658,0,0.0,0.0
263,140800,29661,623,0.004424715909090909,1.07078125
264,172700,29662,896,0.005188187608569774,1.2555414012738852
265,139300,29664,561,0.004027279253409907,0.9746015793251974
266,208300,29666,655,0.0031445031204992797,0.7609697551608257
267,208300,29667,396,0.0019011041766682669,0.4600672107537206
268,120600,29669,652,0.005406301824212272,1.30832504145937
269,132500,29670,601,0.0045358490566037735,1.0976754716981132
270,143600,29671,682,0.004749303621169917,1.1493314763231197
271,239400,29672,838,0.0035004177109440268,0.8471010860484545
272,144800,29673,759,0.0052417127071823204,1.2684944751381215
273,239900,29676,757,0.0031554814506044187,0.7636265110462693
274,136700,29678,727,0.005318215069495245,1.2870080468178493
275,193200,29680,984,0.005093167701863354,1.2325465838509317
276,232200,29681,1026,0.004418604651162791,1.0693023255813954
277,216100,29682,609,0.0028181397501156873,0.6819898195279963
278,82500,29684,641,0.00776969696969697,1.8802666666666668
279,629800,29685,0,0.0,0.0
280,208300,29686,350,0.0016802688430148825,0.4066250600096016
281,170800,29687,780,0.004566744730679157,1.105152224824356
282,168900,29689,724,0.00428656009473061,1.0373475429248076
283,179000,29690,734,0.004100558659217877,0.9923351955307262
284,130200,29691,665,0.00510752688172043,1.2360215053763441
285,208300,29692,718,0.0034469515122419587,0.834162265962554
286,137800,29693,636,0.004615384615384616,1.1169230769230771
287,208300,29695,0,0.0,0.0
288,154900,29696,870,0.0056165267914783734,1.3591994835377663
289,119300,29697,699,0.005859178541492037,1.417921207041073
290,208300,29698,0,0.0,0.0
291,93400,29702,668,0.00715203426124197,1.7307922912205567
292,170100,29704,537,0.0031569664902998235,0.7639858906525573
293,208300,29706,581,0.0027892462794047047,0.6749975996159385
294,278800,29707,1279,0.004587517934002869,1.1101793400286943
295,320200,29708,1191,0.0037195502810743286,0.9001311680199875
296,204600,29710,956,0.004672531769305963,1.130752688172043
297,208300,29712,955,0.004584733557369179,1.1095055208833413
298,208300,29714,691,0.0033173307729236676,0.8027940470475275
299,225400,29715,953,0.004228039041703638,1.0231854480922804
300,136900,29717,502,0.00366691015339664,0.8873922571219869
301,208300,29718,495,0.0023763802208353335,0.5750840134421507
302,121700,29720,667,0.005480690221857026,1.3263270336894002
303,208300,29722,0,0.0,0.0
304,154900,29726,864,0.005577792123950936,1.3498256939961266
305,112400,29729,715,0.006361209964412811,1.5394128113879004
306,147300,29730,0,0.0,0.0
307,185700,29732,0,0.0,0.0
308,208300,29733,0,0.0,0.0
309,208300,29734,0,0.0,0.0
310,135200,29742,632,0.004674556213017752,1.1312426035502958
311,130400,29743,697,0.005345092024539877,1.2935122699386503
312,170700,29745,809,0.004739308728763913,1.146912712360867
313,94700,29801,768,0.008109820485744457,1.9625765575501586
314,156900,29803,908,0.005787125557680051,1.4004843849585724
315,107800,29805,617,0.005723562152133581,1.3851020408163266
316,208300,29808,0,0.0,0.0
317,71100,29809,682,0.00959212376933896,2.3212939521800284
318,208300,29810,568,0.002726836293807009,0.6598943831012961
319,208300,29812,671,0.0032213154104656747,0.7795583293326933
320,208300,29817,556,0.0026692270763322133,0.6459529524723956
321,208300,29819,545,0.0026164186269803168,0.6331733077292366
322,208300,29821,594,0.0028516562650024004,0.6901008161305809
323,208300,29824,593,0.002846855496879501,0.6889390302448392
324,208300,29827,626,0.0030052808449351895,0.7272779644743158
325,208300,29828,335,0.0016082573211713873,0.3891982717234757
326,116400,29829,634,0.005446735395189003,1.318109965635739
327,86400,29831,627,0.007256944444444444,1.7561805555555556
328,208300,29835,482,0.0023139702352376382,0.5599807969275085
329,208300,29836,775,0.0037205952952472396,0.900384061449832
330,208300,29838,0,0.0,0.0
331,208300,29840,0,0.0,0.0
332,113400,29841,746,0.006578483245149912,1.5919929453262787
333,208300,29843,695,0.0033365338454152665,0.8074411905904945
334,208300,29845,523,0.002510801728276524,0.6076140182429188
335,208300,29847,859,0.004123859817570811,0.9979740758521363
336,208300,29848,541,0.0025972155544887183,0.6285261641862698
337,208300,29849,594,0.0028516562650024004,0.6901008161305809
338,77500,29851,685,0.008838709677419355,2.138967741935484
339,208300,29853,572,0.002746039366298608,0.6645415266442631
340,80600,29856,683,0.00847394540942928,2.050694789081886
341,208300,29899,0,0.0,0.0
342,283800,29909,1269,0.004471458773784355,1.082093023255814
343,293000,29910,0,0.0,0.0
344,208300,29911,646,0.003101296207393183,0.7505136821891503
345,208300,29912,0,0.0,0.0
346,546600,29915,0,0.0,0.0
347,208300,29916,822,0.003946231397023524,0.9549879980796928
348,208300,29918,589,0.002827652424387902,0.6842918867018722
349,208300,29922,487,0.0023379740758521362,0.5657897263562169
350,208300,29924,624,0.0029956793086893902,0.7249543927028325
351,448600,29926,1120,0.0024966562639322336,0.6041908158716005
352,147400,29927,921,0.006248303934871099,1.512089552238806
353,755700,29928,1200,0.0015879317189360857,0.38427947598253276
354,208300,29929,841,0.004037445991358617,0.9770619299087854
355,171800,29935,980,0.00570430733410943,1.380442374854482
356,208300,29936,0,0.0,0.0
357,230300,29940,872,0.003786365610073817,0.9163004776378637
358,208300,29941,0,0.0,0.0
359,208300,29943,0,0.0,0.0
360,208300,29944,612,0.002938070091214594,0.7110129620739318
361,208300,29945,0,0.0,0.0
